DataCode,DataDesc,Chat,Jess,Jess0,Label
5000,sent [chat] of [type],is it one of the formulas?,SESU-P,SESU,1.0
5000,sent [chat] of [type],im assuming we need to use formulas,CP-G,CP,8.0
5000,sent [chat] of [type],just need to figure out how,SSI-O,SSI,11.0
5000,sent [chat] of [type],I'm just confused on where we get the value of I,SSI-U,SSI,11.0
5000,sent [chat] of [type],isnt the current always the same throughout the circuit,SESU-P,SESU,1.0
5000,sent [chat] of [type],"yeah, but what is it. like which number would that be on the top",SN-A,SN,10.0
5000,sent [chat] of [type],try using the numbers that we found individually because if I is the same throughout the circuit we should all get the same answer,CP-S,CP,8.0
5000,sent [chat] of [type],maybe we do 1.56 = I x R0 and solve for I,SSI-O,SSI,11.0
4400,performed [calculation] with [result],1.56/1000,CE-E,CE,5.0
5000,sent [chat] of [type],thats really small number tho,SSI-O,SSI,11.0
5000,sent [chat] of [type],"and what is Ro, 1000 ohm or 6.21V?",SESU-P,SESU,1.0
5000,sent [chat] of [type],ohm,SSI-O,SSI,11.0
5000,sent [chat] of [type],i have 1000 ohm too for R0,SSI-O,SSI,11.0
4400,performed [calculation] with [result],1.9/1000,CE-E,CE,5.0
5000,sent [chat] of [type],the 6.21V i got when i changed the resistor to 1000 and read the meter,SSI-O,SSI,11.0
5000,sent [chat] of [type],then I get.0019 and i dont think that is right,SSI-U,SSI,11.0
5000,sent [chat] of [type],do we just do V=IR to find I,SESU-P,SESU,1.0
5000,sent [chat] of [type],yea i get .00156 which doesnt seem right,SN-A,SN,10.0
5000,sent [chat] of [type],thats what we just tried,SSI-O,SSI,11.0
5000,sent [chat] of [type],you think 6.21 is right?,SESU-P,SESU,1.0
5000,sent [chat] of [type],i dont know,SSI-U,SSI,11.0
5000,sent [chat] of [type],oh i guess not because its not R0,SSI-O,SSI,11.0
5000,sent [chat] of [type],that im changing the value of,CEC-R,CEC,4.0
5000,sent [chat] of [type],ugh we just need I we have all the resistor values,CP-G,CP,8.0
5000,sent [chat] of [type],what are everyone's resistor values? caue maybe we add all the values up and multiply that by I to get it,SESU-P,SESU,1.0
5000,sent [chat] of [type],yea that is but we dont know I,SN-A,SN,10.0
5000,sent [chat] of [type],mines 180 ohms,SSI-O,SSI,11.0
5000,sent [chat] of [type],680,SSI-O,SSI,11.0
5000,sent [chat] of [type],Do we have the voltage?,SESU-P,SESU,1.0
5000,sent [chat] of [type],mine is 220,SSI-O,SSI,11.0
5000,sent [chat] of [type],then maybe we divide all the resistor values by the voltage to get I,CEC-S,CEC,4.0
5000,sent [chat] of [type],we dont know the voltage do we,SESU-P,SESU,1.0
4400,performed [calculation] with [result],1000+180+680+120,CE-E,CE,5.0
5000,sent [chat] of [type],we know the voltage of R1 + R2 + R3,SSI-O,SSI,11.0
5000,sent [chat] of [type],is that just adding up all of our voltages together?,SESU-P,SESU,1.0
4400,performed [calculation] with [result],1.56/180,CE-E,CE,5.0
4400,performed [calculation] with [result],1980/9.34,CE-E,CE,5.0
5000,sent [chat] of [type],wait wouldnt I be your goal voltage = I x the resistor you used to get the goal value,SESU-P,SESU,1.0
5000,sent [chat] of [type],then solve for I,CEC-S,CEC,4.0
4400,performed [calculation] with [result],5.88/680,CE-E,CE,5.0
4400,performed [calculation] with [result],9.34/1980,CE-E,CE,5.0
4400,performed [calculation] with [result],1.56/180,CE-E,CE,5.0
5000,sent [chat] of [type],everyone try doing I=V/R with the numbers from your own circuit,CP-S,CP,8.0
4400,performed [calculation] with [result],1.9/220,CE-E,CE,5.0
5000,sent [chat] of [type],see if you get .0086470,CP-S,CP,8.0
5000,sent [chat] of [type],so for me 1.56V = I x 180ohms then I = 0.00867,SSI-O,SSI,11.0
5000,sent [chat] of [type],ah close,CMC-S,CMC,2.0
5000,sent [chat] of [type],okay sweet,SESU-A,SESU,1.0
5000,sent [chat] of [type],so thats I,SSI-O,SSI,11.0
5000,sent [chat] of [type],but we didnt get the same exact?,SESU-P,SESU,1.0
5000,sent [chat] of [type],I got 1.9V=Ix220ohm and got .008636,SSI-O,SSI,11.0
5000,sent [chat] of [type],okay lets go with 0.0086?,SESU-P,SESU,1.0
5000,sent [chat] of [type],ya,SN-A,SN,10.0
5000,sent [chat] of [type],so V=8.63 for R0,SSI-O,SSI,11.0
5000,sent [chat] of [type],or 8.6,SSI-O,SSI,11.0
5000,sent [chat] of [type],to find E we add up all the resistance and multiply it by I right?,SESU-P,SESU,1.0
5000,sent [chat] of [type],yeah,SN-A,SN,10.0
4400,performed [calculation] with [result],8.6*1980,CE-E,CE,5.0
5000,sent [chat] of [type],wait how did you get V = 8.6 for R0,SESU-P,SESU,1.0
5000,sent [chat] of [type],V=IR and R=1000                                              1000X.0086=8.6 V,SSI-O,SSI,11.0
5000,sent [chat] of [type],ohh,SESU-A,SESU,1.0
5000,sent [chat] of [type],so add that to 9.34V,SSI-O,SSI,11.0
5000,sent [chat] of [type],right?,SESU-P,SESU,1.0
4400,performed [calculation] with [result],9.34+8.6,CE-E,CE,5.0
5000,sent [chat] of [type],which is 17.94,SSI-O,SSI,11.0
4400,performed [calculation] with [result],1980/17.94,CE-E,CE,5.0
4400,performed [calculation] with [result],17.94/1980,CE-E,CE,5.0
5000,sent [chat] of [type],So how would we get E,SESU-P,SESU,1.0
4400,performed [calculation] with [result],17.939999999999998*0.0086,CE-E,CE,5.0
5000,sent [chat] of [type],should be 17.94,CRF-F,CRF,9.0
5000,sent [chat] of [type],no thats just adding up the resistance values i think,SN-D,SN,10.0
5000,sent [chat] of [type],so then multiply that times I,SSI-O,SSI,11.0
5000,sent [chat] of [type],which is 0.154,SSI-O,SSI,11.0
5000,sent [chat] of [type],which doesnt seem right,SN-D,SN,10.0
4400,performed [calculation] with [result],1980*0.154,CE-E,CE,5.0
5000,sent [chat] of [type],oh wait maybe it is 17.94,SSI-O,SSI,11.0
5000,sent [chat] of [type],E=V0+V1+V2+V3,SSI-O,SSI,11.0
5000,sent [chat] of [type],oh yea right,SN-A,SN,10.0
5000,sent [chat] of [type],"oh, I mean lets try it and see if we get it right",CP-S,CP,8.0
5000,sent [chat] of [type],it said that in the intro video,SSI-O,SSI,11.0
5000,sent [chat] of [type],yea i think thats right,SN-A,SN,10.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
5000,sent [chat] of [type],can we check,SESU-P,SESU,1.0
5000,sent [chat] of [type],nope,SN-D,SN,10.0
5000,sent [chat] of [type],nice,SMC-R,SMC,3.0
5000,sent [chat] of [type],we cant?,SESU-P,SESU,1.0
5000,sent [chat] of [type],its not right,SN-D,SN,10.0
5000,sent [chat] of [type],oh,SESU-A,SESU,1.0
5000,sent [chat] of [type],welp,SESU-A,SESU,1.0
5000,sent [chat] of [type],okay,SESU-A,SESU,1.0
5000,sent [chat] of [type],we can but I just submitted on the bottom and ugh,CMC-S,CMC,2.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
4400,performed [calculation] with [result],0.008647058823529412/3000,CE-E,CE,5.0
4400,performed [calculation] with [result],1000*.0086,CE-E,CE,5.0
5000,sent [chat] of [type],what were ur resistors again,SESU-P,SESU,1.0
5000,sent [chat] of [type],680,SSI-O,SSI,11.0
5000,sent [chat] of [type],220,SSI-O,SSI,11.0
4400,performed [calculation] with [result],1980/17.94,CE-E,CE,5.0
3500,opened zoom,,CM-G,CM,7.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
4400,performed [calculation] with [result],.0086*680,CE-E,CE,5.0
4400,performed [calculation] with [result],.0086*180,CE-E,CE,5.0
5000,sent [chat] of [type],what was yours,SESU-P,SESU,1.0
4400,performed [calculation] with [result],.0086*220,CE-E,CE,5.0
4400,performed [calculation] with [result],9.34+1000,CE-E,CE,5.0
4400,performed [calculation] with [result],1.892+1.548+5.848+8.6,CE-E,CE,5.0
5000,sent [chat] of [type],180,SSI-O,SSI,11.0
5000,sent [chat] of [type],does it let you submit another answer,SESU-P,SESU,1.0
5000,sent [chat] of [type],or only once,SSI-O,SSI,11.0
4400,performed [calculation] with [result],1009.34*.154,CE-E,CE,5.0
5000,sent [chat] of [type],why does it say cat left,SESU-P,SESU,1.0
5000,sent [chat] of [type],um,SESU-A,SESU,1.0
5000,sent [chat] of [type],idk,SSI-U,SSI,11.0
5000,sent [chat] of [type],it looks like i still can,SSI-O,SSI,11.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
4400,performed [calculation] with [result],5.88/680,CE-E,CE,5.0
5000,sent [chat] of [type],What answer did you just submit,SESU-P,SESU,1.0
5000,sent [chat] of [type],its volts right?,SESU-P,SESU,1.0
5000,sent [chat] of [type],yeah,SN-A,SN,10.0
5000,sent [chat] of [type],i am confused,SSI-U,SSI,11.0
5000,sent [chat] of [type],it seems right,SN-A,SN,10.0
4400,performed [calculation] with [result],0.008647058823529412/2080,CE-E,CE,5.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
4400,performed [calculation] with [result],0.000004157239819004525*1000,CE-E,CE,5.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
4400,performed [calculation] with [result],0.004157239819004525*1000,CE-E,CE,5.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
5000,sent [chat] of [type],What seems right,SESU-P,SESU,1.0
5000,sent [chat] of [type],how we got our answer,SSI-O,SSI,11.0
5000,sent [chat] of [type],"yeah, I thought so too",SN-A,SN,10.0
4400,performed [calculation] with [result],4.157239819004525+9.34,CE-E,CE,5.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
5000,sent [chat] of [type],welp im not sure what to try now,SSI-U,SSI,11.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],incorrect,CM-S,CM,7.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],correct,CM-S,CM,7.0
5000,sent [chat] of [type],I got it,CMC-S,CMC,2.0
5000,sent [chat] of [type],its 18,SSI-O,SSI,11.0
5000,sent [chat] of [type],wowoowowow,SMC-R,SMC,3.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],correct,CM-S,CM,7.0
5000,sent [chat] of [type],okay got it now too,CMC-S,CMC,2.0
6000,clicked submit,,CM-S,CM,7.0
4601,The user needs E and submitted the [correct/incorrect] E value of [e value] [e unit],correct,CM-S,CM,7.0
6000,clicked submit,,CM-S,CM,7.0
6000,clicked submit,,CM-S,CM,7.0
6000,clicked submit,,CM-S,CM,7.0
6000,clicked submit,,CM-S,CM,7.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
3500,opened zoom,,CM-G,CM,7.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
5000,sent [chat] of [type],whats up utah,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,,Null,0.0
5000,sent [chat] of [type],What up,,Null,0.0
3500,opened zoom,,CM-G,CM,7.0
5000,sent [chat] of [type],you got a value,,Null,0.0
4400,performed [calculation] with [result],3.75/11.19,CE-E,CE,5.0
4400,performed [calculation] with [result],11.19/3.75,CE-E,CE,5.0
4400,performed [calculation] with [result],11.19*3.75,CE-E,CE,5.0
3500,opened zoom,,CM-G,CM,7.0
4500,viewed [board] in zoom,3,CM-G,CM,7.0
4500,viewed [board] in zoom,2,CM-G,CM,7.0
4500,viewed [board] in zoom,1,CM-G,CM,7.0
6000,clicked submit,,CM-S,CM,7.0
5000,sent [chat] of [type],Iowa got 57.1 ohm,,Null,0.0
4400,performed [calculation] with [result],3.75/57.1,CE-E,CE,5.0
3500,opened zoom,,CM-G,CM,7.0
6000,clicked submit,,CM-S,CM,7.0
6000,clicked submit,,CM-S,CM,7.0
4400,performed [calculation] with [result],15/.065674255,CE-E,CE,5.0
3500,opened zoom,,CM-G,CM,7.0
4400,performed [calculation] with [result],330/7,CE-E,CE,5.0
4400,performed [calculation] with [result],.33/7,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4400,performed [calculation] with [result],0.047142857142857146*100,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
3500,opened zoom,,CM-G,CM,7.0
4000,changed [resistor] from [value] to [value] via [keypress],r1,CE-E,CE,5.0
4500,viewed [board] in zoom,3,CM-G,CM,7.0
4500,viewed [board] in zoom,2,CM-G,CM,7.0
4500,viewed [board] in zoom,1,CM-G,CM,7.0
4500,viewed [board] in zoom,2,CM-G,CM,7.0
4500,viewed [board] in zoom,3,CM-G,CM,7.0
4500,viewed [board] in zoom,2,CM-G,CM,7.0
5000,sent [chat] of [type],did yall get an answer?,SESU-P,SESU,1.0
5000,sent [chat] of [type],Iowa got 128.7 ohm,SSI-O,SSI,11.0
4400,performed [calculation] with [result],.33/7,CE-E,CE,5.0
4400,performed [calculation] with [result],0.047142857142857146*33,CE-E,CE,5.0
4400,performed [calculation] with [result],330/1.75,CE-E,CE,5.0
4400,performed [calculation] with [result],4.7*330,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
5000,sent [chat] of [type],are we suppposed to have red lead on the left?,SESU-P,SESU,1.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
4000,changed [resistor] from [value] to [value] via [keypress],r2,CE-E,CE,5.0
5000,sent [chat] of [type],what does you volts say at the top,SESU-P,SESU,1.0
3500,opened zoom,,CM-G,CM,7.0
4500,viewed [board] in zoom,1,CM-G,CM,7.0
4500,viewed [board] in zoom,3,CM-G,CM,7.0
4500,viewed [board] in zoom,3,CM-G,CM,7.0
4500,viewed [board] in zoom,3,CM-G,CM,7.0
4500,viewed [board] in zoom,3,CM-G,CM,7.0
4500,viewed [board] in zoom,3,CM-G,CM,7.0
4500,viewed [board] in zoom,3,CM-G,CM,7.0
4500,viewed [board] in zoom,2,CM-G,CM,7.0
4500,viewed [board] in zoom,1,CM-G,CM,7.0
4500,viewed [board] in zoom,1,CM-G,CM,7.0
4500,viewed [board] in zoom,3,CM-G,CM,7.0
4500,viewed [board] in zoom,2,CM-G,CM,7.0
4500,viewed [board] in zoom,2,CM-G,CM,7.0
4500,viewed [board] in zoom,2,CM-G,CM,7.0
5000,sent [chat] of [type],e= 7 volts. goal is 1.75 volts,SSI-O,SSI,11.0
5000,sent [chat] of [type],yeah,SN-A,SN,10.0
