,Text,Label
47415,i agree,SN-A
47416,oh then yeah,SN-A
47417,yes,SN-A
47418,yeah,SN-A
47419,yeah you're right,SN-A
47420,yeah that would give us I though to be able to find E?,SN-A
47421,yeah we did,SN-A
47422,Kinda,SN-A
47423,Yeah i was just thinking that. What are yall at?,SN-A
47424,Yes,SN-A
47425,oh no yeah,SN-A
47426,yes,SN-A
47427,yea,SN-A
47428,yes,SN-A
47429,hell yes,SN-A
47430,yes,SN-A
47431,yup,SN-A
47432,yerr,SN-A
47433,TRUE,SN-A
47434,yeah,SN-A
47435,yep,SN-A
47436,exactly,SN-A
47437,yea,SN-A
47438,yeah,SN-A
47439,ya,SN-A
47440,yup,SN-A
47441,yea thats what my currrent is too,SN-A
47442,yea,SN-A
47443,yea and v in is 18V,SN-A
47444,yea i got that,SN-A
47445,yea,SN-A
47446,yea i think so,SN-A
47447,yeah,SN-A
47448,yea,SN-A
47449,yea,SN-A
47450,has to be cause than that adds up to 18,SN-A
47451,yup so now we find the current through that one,SN-A
47452,yea current is 5.48 milli,SN-A
47453,ya we need to find our current voltage with the same resistamce,SN-A
47454,yea,SN-A
47455,yeah,SN-A
47456,yup,SN-A
47457,yea,SN-A
47458,your right i heard wrong,SN-A
47459,yeah mili,SN-A
47460,yea,SN-A
47461,yup,SN-A
47462,yea  hold on,SN-A
47463,yea,SN-A
47464,yea,SN-A
47465,yeash same,SN-A
47466,"Yeah. If i go down to 120, it's in the .8 region",SN-A
47467,Yeah,SN-A
47468,Yea,SN-A
47469,yep right,SN-A
47470,Yer,SN-A
47471,Yea leave it at 327,SN-A
47472,yea my bad,SN-A
47473,Yea you're the last resistor in the series,SN-A
47474,Yep lol Dog you're right next to me I just saw my chat pop on on your screen,SN-A
47475,Yea in series,SN-A
47476,I think dog was right with all of us doing 150ohm,SN-A
47477,yes,SN-A
47478,yea,SN-A
47479,it does,SN-A
47480,yeah we're all in series it would seem,SN-A
47481,aye,SN-A
47482,yep,SN-A
47483,Seems so,SN-A
47484,"yeah I'm 270, I have it in",SN-A
47485,aye same i'm getting closer to my goal,SN-A
47486,Ye,SN-A
47487,"Yeah, it's like 220 roughly",SN-A
47488,yes,SN-A
47489,yeah,SN-A
47490,If I change my resistance yeah.,SN-A
47491,"Yeah, 6 mA.",SN-A
47492,yeah 24 I have,SN-A
47493,yeah,SN-A
47494,"Yeah, I just did it, mb",SN-A
47495,yeah 5.42,SN-A
47496,yeah I was about to say i think we made a logical error,SN-A
47497,yeah,SN-A
47498,right,SN-A
47499,Yeah.,SN-A
47500,yeah scratch that,SN-A
47501,Yeah,SN-A
47502,"Yeah, now we need to find both E and R0.",SN-A
47503,yeah 8.76,SN-A
47504,right,SN-A
47505,"right, then use the amps we find there",SN-A
47506,yeah,SN-A
47507,"Yeah, since they're in series that'd be cleaner",SN-A
47508,Yeah,SN-A
47509,yeah,SN-A
47510,"Yeah, we gave it a solid run though",SN-A
47511,yes,SN-A
47512,yes,SN-A
47513,yes,SN-A
47514,yes,SN-A
47515,yeah,SN-A
47516,yes but my voltage needs to be 5.06,SN-A
47517,yes,SN-A
47518,"yeah, yall getting 9 volts?",SN-A
47519,yes,SN-A
47520,yeah we have the same problems,SN-A
47521,yeah but we can calculate it if we all set r to 0 and find the current,SN-A
47522,ya,SN-A
47523,yeah lmao,SN-A
47524,yeah i think so,SN-A
47525,yeah and its series so (r0+r1+r2+r3)?,SN-A
47526,yeah,SN-A
47527,yeah,SN-A
47528,yes,SN-A
47529,yes,SN-A
47530,i would agree. I think the only thing we can change is the resistor,SN-A
47531,yeah,SN-A
47532,yes,SN-A
47533,yeah,SN-A
47534,yeah,SN-A
47535,correct,SN-A
47536,yeah!! we broke it until we made it,SN-A
47537,yea 4.5,SN-A
47538,yeah,SN-A
47539,yeah,SN-A
47540,yeah I kept seeing that. your trying to get your resistor on your circuit to the voltage listed above,SN-A
47541,yea i caught that,SN-A
47542,yea thats my problem,SN-A
47543,u rite u rite,SN-A
47544,"yea, and i dont have the formula memorized or anything so",SN-A
47545,@van yea,SN-A
47546,yup,SN-A
47547,yes 680,SN-A
47548,ya same like me,SN-A
47549,yaaa,SN-A
47550,thats right,SN-A
47551,yeah,SN-A
47552,yes trying it,SN-A
47553,YAA,SN-A
47554,OK WAIT,SN-A
47555,yes wre did,SN-A
47556,YA ITS NEAR TO 30 -50 K,SN-A
47557,yup,SN-A
47558,"Yeah it is, but current changes too",SN-A
47559,yea cuz then we can calc it,SN-A
47560,think so,SN-A
47561,yep,SN-A
47562,yep,SN-A
47563,agree,SN-A
47564,Yeah me too,SN-A
47565,I think so,SN-A
47566,yup,SN-A
47567,yep,SN-A
47568,yeah,SN-A
47569,yaya,SN-A
47570,if its over 20 volts yes,SN-A
47571,yes,SN-A
47572,yep,SN-A
47573,yes,SN-A
47574,"yep, i cant chang my resistor",SN-A
47575,yep,SN-A
47576,yes,SN-A
47577,yea do that,SN-A
47578,should be .075 as you said,SN-A
47579,yes,SN-A
47580,yep im there,SN-A
47581,"yup, 22",SN-A
47582,"yeah, we shouldnt all have the same ohms",SN-A
47583,yep,SN-A
47584,yeah go up if you need red,SN-A
47585,yeah,SN-A
47586,yes i do,SN-A
47587,si correcto,SN-A
47588,yep,SN-A
47589,yes,SN-A
47590,yep,SN-A
47591,yes,SN-A
47592,yeah go,SN-A
47593,thats what im thinking,SN-A
47594,yeah im over mine rn,SN-A
47595,yep,SN-A
47596,yep,SN-A
47597,agreed,SN-A
47598,yep,SN-A
47599,yeah im sure there is but do any of us actually know,SN-A
47600,yeah,SN-A
47601,yea accidentally put me in practice mode,SN-A
47602,yes,SN-A
47603,yes,SN-A
47604,yes,SN-A
47605,Yuh,SN-A
47606,ya one sec,SN-A
47607,Yurh,SN-A
47608,Yeah mine moves on its own as well,SN-A
47609,yes,SN-A
47610,lol yes,SN-A
47611,Mine is,SN-A
47612,yeah 1.59,SN-A
47613,yeah,SN-A
47614,Yup,SN-A
47615,yeah,SN-A
47616,yea,SN-A
47617,yeah,SN-A
47618,ok yea so divide your goal voltage by that and then subtract your r0 to get the resistor you need,SN-A
47619,yeah but i dont follow the math,SN-A
47620,Yea I know E is the voltage,SN-A
47621,yea im getting a voltage,SN-A
47622,yea same,SN-A
47623,thats correct celery,SN-A
47624,yeah mine says 11.32 now,SN-A
47625,yeah they should all be the same as R but we have to figure out what the current is first,SN-A
47626,yea,SN-A
47627,yup,SN-A
47628,yeah haha,SN-A
47629,yeah same,SN-A
47630,yeah i have 2.75,SN-A
47631,yeah,SN-A
47632,yeah we are,SN-A
47633,yeah same,SN-A
47634,for sure i just dont know how,SN-A
47635,yes,SN-A
47636,yeah me too,SN-A
47637,yes please save us,SN-A
47638,yeah mine just went down again,SN-A
47639,it should be,SN-A
47640,yeah,SN-A
47641,yup,SN-A
47642,ya,SN-A
47643,go one up more,SN-A
47644,yeah...,SN-A
47645,yes but  what is the value of I,SN-A
47646,yeah,SN-A
47647,yes by clicking on it,SN-A
47648,yeah my goal is 4.75,SN-A
47649,But yes my goal is supposed to be 4.75,SN-A
47650,yea same here,SN-A
47651,no,SN-A
47652,yeah everything is right we just have to find E,SN-A
47653,yeah,SN-A
47654,yeah mine keeps changing. it was at 3 a minute ago,SN-A
47655,Yes.,SN-A
47656,I think because we are just reading the volts,SN-A
47657,Yes I think so. And each of our resistances must add up to the total R.,SN-A
47658,"Yeah, i think its DC voltage",SN-A
47659,okay yeah mine is at 1.91 now,SN-A
47660,yeah,SN-A
47661,Yeah mine is at the max and still says o,SN-A
47662,yeah it is,SN-A
47663,Yeah,SN-A
47664,Should be.,SN-A
47665,yes,SN-A
47666,Yes,SN-A
47667,ype,SN-A
47668,Yes,SN-A
47669,yes,SN-A
47670,Yes,SN-A
47671,yes,SN-A
47672,yeah r0 is the same for all,SN-A
47673,yeah so let's start by having every one measure their current voltage,SN-A
47674,"Yeah, I see that now. Lol",SN-A
47675,yEah^,SN-A
47676,"Yeap, that is what mine says",SN-A
47677,yeah exactly,SN-A
47678,yeah mine is 3.61 now,SN-A
47679,Yes!,SN-A
47680,yassss,SN-A
47681,okay lets do 1,SN-A
47682,YES!!!!!,SN-A
47683,yes,SN-A
47684,Right. Lol,SN-A
47685,yes,SN-A
47686,yea click the resistance,SN-A
47687,yes ik,SN-A
47688,yea i think so,SN-A
47689,yes,SN-A
47690,yeah,SN-A
47691,yea mines at 20 dcv,SN-A
47692,true true,SN-A
47693,yeah,SN-A
47694,yeah,SN-A
47695,yep,SN-A
47696,yeah it is,SN-A
47697,yeah its garbage,SN-A
47698,yea we all needa have a reading of 1.75 and if we put a voltmeter to R0 that'd have a reading of 1.75 too,SN-A
47699,yes,SN-A
47700,"also, yes mine too",SN-A
47701,that's what I think,SN-A
47702,agreed,SN-A
47703,yes,SN-A
47704,yes,SN-A
47705,Yep,SN-A
47706,yeah,SN-A
47707,yeah we should just go through them until we get 2.75,SN-A
47708,that's what ive been thinking,SN-A
47709,yeah,SN-A
47710,yes',SN-A
47711,It is,SN-A
47712,Yeah it's only giving me the options of 330 and 390,SN-A
47713,yea try 120,SN-A
47714,"Yeah, do we all  have the same required voltage?",SN-A
47715,Yes my current is close to that 0.012064,SN-A
47716,Yep I'm in the same boat,SN-A
47717,yes,SN-A
47718,yep,SN-A
47719,yep,SN-A
47720,thats what I got,SN-A
47721,Yassssss,SN-A
47722,you right,SN-A
47723,yeah and im reading that as my out,SN-A
47724,yeah,SN-A
47725,"Yeah mines off, I think all resistors have to be the right value before the voltage readings are right",SN-A
47726,yep,SN-A
47727,yes,SN-A
47728,yes 8v,SN-A
47729,yeah im calculting around 200ish,SN-A
47730,yeah,SN-A
47731,no,SN-D
47732,our voltage and current to get R,SN-D
47733,you dont need to change resistance value in Multimeter,SN-D
47734,no,SN-D
47735,I got 9.73V total,SN-D
47736,"Actually, no you can't",SN-D
47737,"Nope, I got .0104 for the current",SN-D
47738,Nope,SN-D
47739,Well that's not right,SN-D
47740,I don't know if that will actually help though since we don't have R0,SN-D
47741,total voltage shouldn't change,SN-D
47742,no,SN-D
47743,"nah, 2.63",SN-D
47744,not really,SN-D
47745,i dont think so,SN-D
47746,nooooooo dont,SN-D
47747,nah im feelin 68,SN-D
47748,nah,SN-D
47749,that aint right,SN-D
47750,no cuz it hella lowers me,SN-D
47751,we cant be the same cuz E is unknown know,SN-D
47752,"naw, too 100 this time",SN-D
47753,"yall do it yet? naw, 100",SN-D
47754,nope. cant do crap until we get e or r0,SN-D
47755,no 1.99,SN-D
47756,that's not going to matter,SN-D
47757,"no, it still says 0",SN-D
47758,nope not it,SN-D
47759,no we need just E,SN-D
47760,no,SN-D
47761,"the last one, yes...not this one i dont think",SN-D
47762,no u,SN-D
47763,ok thats definetly wrong,SN-D
47764,n o,SN-D
47765,ok i can't,SN-D
47766,It doesnt work it puts in the 0.65,SN-D
47767,You have to get a 2,SN-D
47768,not .22,SN-D
47769,we have to be exactly at 2,SN-D
47770,car nooooooooooooooo,SN-D
47771,"nope, it refuses",SN-D
47772,i have,SN-D
47773,nope all the resistors didnt work,SN-D
47774,yea but along with ours theres an unknown one also in the series,SN-D
47775,no no stay!,SN-D
47776,nooo i need to go way higher than 150,SN-D
47777,yeah but even if youre only .01 off both of us are farther becuase they are all connected,SN-D
47778,I dont think its working,SN-D
47779,it was workingfor me,SN-D
47780,"it is on 180 , thats not the answer",SN-D
47781,no,SN-D
47782,no mine is at 6.7,SN-D
47783,"no, use V0=4.5",SN-D
47784,no,SN-D
47785,your value is wrong,SN-D
47786,150 is not the answer,SN-D
47787,150 is def not the answer,SN-D
47788,That's false tiget,SN-D
47789,i cant go lower,SN-D
47790,"no, we have to make our own boards 4.25",SN-D
47791,i dont think i should be at 2.2k,SN-D
47792,"no, green is 329.82",SN-D
47793,thats 5.4 not 4.5,SN-D
47794,not me,SN-D
47795,only 390,SN-D
47796,no what i did was correct,SN-D
47797,nope mine are both on,SN-D
47798,wait no i had that,SN-D
47799,nope back,SN-D
47800,nope,SN-D
47801,no 2ez,SN-D
47802,but it still didn't give me the right vallues,SN-D
47803,Looks like 3810 isn't it either,SN-D
47804,No your resistor,SN-D
47805,no,SN-D
47806,"Guys guessing wont help, theres over 1000 combinations",SN-D
47807,no,SN-D
47808,no,SN-D
47809,r value is wrong,SN-D
47810,no,SN-D
47811,i don't think so,SN-D
47812,no i calculated it,SN-D
47813,But we need to do it down the line,SN-D
47814,"No, R0 is 680",SN-D
47815,But that gives a negative thing,SN-D
47816,"I don't think either, it's in micro, which is 10^-6 right?",SN-D
47817,"That's not your resister value, thats the resister value of the resister we don't contorl",SN-D
47818,"No, across the wires",SN-D
47819,wrong,SN-D
47820,no...,SN-D
47821,no. It changed. I can change it back if you want.,SN-D
47822,no need total resistance,SN-D
47823,no .5,SN-D
47824,no change the ohm value on the resistor,SN-D
47825,"no 1,2,3",SN-D
47826,No right now I am at 6.8 and I need 5.71,SN-D
47827,no at 2.19 need 3.28,SN-D
47828,no the green wires,SN-D
47829,"no R0 is the first resistor which is 820, should be at the top of your screen",SN-D
47830,no i think if our voltages all need to be 2.75 if we times that by 3 we get 8.25,SN-D
47831,it didn't work,SN-D
47832,nope,SN-D
47833,nope,SN-D
47834,"no, because 11 volts isnt across r0",SN-D
47835,"the problem is, as soon as one of us changes resistance, the whole current changes",SN-D
47836,"the problem with that is as soon as we change our resistance, the voltages for everybody else will change too",SN-D
47837,no,SN-D
47838,thats no right,SN-D
47839,nope,SN-D
47840,calculations won't work. we're each changing the current when we adjust,SN-D
47841,thats what i thought but poodle has a  pint,SN-D
47842,how do you mean spaniel that is not possibly,SN-D
47843,no. set the resistor to 10 ohm,SN-D
47844,incorrect,SN-D
47845,no so we have to come up with it at the end,SN-D
47846,no it's less than one. I got E = 16.999,SN-D
47847,nope,SN-D
47848,I just did that ... and the answer is 16.9996 which is a no go still,SN-D
47849,we did that as well,SN-D
47850,increasing doesnt get me anywhere close to my goal,SN-D
47851,that wont work,SN-D
47852,"nope, just tried to submit that for E.",SN-D
47853,i didnt think so,SN-D
47854,but the amps are not the same,SN-D
47855,nope,SN-D
47856,"Shouldn't disconnect all of our resistors? If only one of use removes theirs and hooks up the multimeter, we'll have to worry about the other resistors",SN-D
47857,we won't need to worry about the other resistors because there is no current when the connection is broken,SN-D
47858,"There should be current if the multimeters are hooked connected, there are four resistors, one we don't control",SN-D
47859,"but when measuring voltage the connection is essentially broken; no connection, no current. When measuring current it is a complete connection",SN-D
47860,nope,SN-D
47861,nope. not accepting it,SN-D
47862,no,SN-D
47863,no i have not.,SN-D
47864,no,SN-D
47865,nah I just changed the R until i got 2.5 on the multimeter,SN-D
47866,nah that gave me 0.4 ohms for the resistance,SN-D
47867,No - R3,SN-D
47868,pretty sure that cheating but,SN-D
47869,i did not get 17.6,SN-D
47870,"nope. i got 0.0079 A, but im sure thats wrong",SN-D
47871,i didnt,SN-D
47872,No....,SN-D
47873,no,SN-D
47874,that's not mine,SN-D
47875,oh no,SN-D
47876,"No, im not at the target",SN-D
47877,not seeing anything,SN-D
47878,They don't like like they are when I check your circute,SN-D
47879,peaches numbers line up for me,SN-D
47880,to 150,SN-D
47881,no,SN-D
47882,i don't think so,SN-D
47883,well for all resistors we either have a value for resistance or a voltage drop but we dont have both in any cases,SN-D
47884,"oh, our current changes as we change our resistors, so that current doesn't work after we calculate 14v",SN-D
47885,nah pot 470 you 390,SN-D
47886,yeah but there isnt a 140 option,SN-D
47887,no are all of our e values different?,SN-D
47888,nope,SN-D
47889,nope,SN-D
47890,no,SN-D
47891,no did you,SN-D
47892,no,SN-D
47893,no i think change the resistor to the R0 value,SN-D
47894,No I think we are still supposed to get the voltage value given to us,SN-D
47895,no thats just adding up the resistance values i think,SN-D
47896,which doesnt seem right,SN-D
47897,nope,SN-D
47898,its not right,SN-D
47899,ahhh no way,SN-D
47900,oh no,SN-D
47901,no,SN-D
47902,i dont think so,SN-D
47903,nope it says its incorrect,SN-D
47904,"Actually, that doesn't work...",SN-D
47905,No,SN-D
47906,No,SN-D
47907,no,SN-D
47908,"No, we have to guess the Voltage of the battery",SN-D
47909,not on my end,SN-D
47910,no i got something diffferent,SN-D
47911,no 3,SN-D
47912,theres 4 resistors,SN-D
47913,lol nah bro im pretty sure theres only 3,SN-D
47914,no v/i,SN-D
47915,but it doesnt read 4.5v,SN-D
47916,i got 3.39 for current,SN-D
47917,not 200m,SN-D
47918,Ours aren't tho,SN-D
47919,Yea the sums were'nt right,SN-D
47920,we're not taking account r0,SN-D
47921,but we also have to account for that 180 ohm,SN-D
47922,10.5...not 12,SN-D
47923,"Nah, I got it now",SN-D
47924,no wait there is nothing near a 355,SN-D
47925,but thatll just give 4000,SN-D
47926,"No, like the sum of the goal Vs",SN-D
47927,no it's 24V minus the V drop of the 1K,SN-D
47928,"well, it's series, so there is no divider",SN-D
47929,no wait that has two unknowns anyways,SN-D
47930,no since the resistor we can't change,SN-D
47931,no the reading,SN-D
47932,"i know, but now we know e, we can calculate I",SN-D
47933,i don't think we can change the resistors freely,SN-D
47934,but we can't change r0,SN-D
47935,nah cause when you change yours itll change teh v across mine,SN-D
47936,nah i'm at 0,SN-D
47937,i dont think so,SN-D
47938,nah E=V0+V1+V2+V3,SN-D
47939,not ohms,SN-D
47940,no bear did you,SN-D
47941,no was reading 2.63 on 120 but it keeps changing because bear is :(,SN-D
47942,680k is too much,SN-D
47943,no i think we need it,SN-D
47944,NOOOO,SN-D
47945,NO 18K LOW,SN-D
47946,not working for me,SN-D
47947,NO ITS REDUCED,SN-D
47948,Nah that's volts,SN-D
47949,i thought that was the voltage that changed,SN-D
47950,nah fam,SN-D
47951,so i don't think that works,SN-D
47952,nah,SN-D
47953,nah,SN-D
47954,nope,SN-D
47955,not me,SN-D
47956,"no, at 3.11",SN-D
47957,no,SN-D
47958,"doesn't make a difference tho, just adds a negative",SN-D
47959,it might,SN-D
47960,nope,SN-D
47961,"Nah it's too low that way, If I set mine up the next should go down I think",SN-D
47962,noooo,SN-D
47963,no,SN-D
47964,No im just thinking out loud,SN-D
47965,no 200 ohms,SN-D
47966,there isn't a resistance less than 10 ohms so sqrt of 1.8987 isn't going to work,SN-D
47967,Now its not working,SN-D
47968,I dont think it depends on us having the same resistance,SN-D
47969,"true, but if the resistances are the same then the voltage drops must be the same",SN-D
47970,you dont need to subtract the r0 resistor,SN-D
47971,no the total resistance is the resistance of all three of us  and the r0,SN-D
47972,i got 0.036 A,SN-D
47973,Forgot to subtract,SN-D
47974,I thought you said current was .036,SN-D
47975,no celery said that,SN-D
47976,nope,SN-D
47977,i got .006 as the current. not .017,SN-D
47978,We cant,SN-D
47979,that's for voltage,SN-D
47980,the current would rather go through the ammeter and not the resistor if you did that,SN-D
47981,"the meter ends have to be in series with the resistor, not in parallel, to measure resistance",SN-D
47982,no to measure resistance you can put the leads across the resistor like with voltage,SN-D
47983,sleet go up 1 level of resistance,SN-D
47984,no it only measures resistance I think,SN-D
47985,you're going the wrong way,SN-D
47986,No I am just asking,SN-D
47987,different equation,SN-D
47988,nope,SN-D
47989,Nooo blue you were holding us together,SN-D
47990,I'm not ready,SN-D
47991,No I think the meter reads current,SN-D
47992,Wait thats good,SN-D
47993,Ik that isnt an option tho,SN-D
47994,no DCV,SN-D
47995,"2.2 is too high, were trying to get it to 4",SN-D
47996,no i am a little confused,SN-D
47997,i think we are just looking for the voltage,SN-D
47998,but thats not an option,SN-D
47999,mine isnt,SN-D
48000,no bc total resistance is just added up between the three resistors,SN-D
48001,"I don't think each one of us have to have the same resistor, but yeah we all need to have 2.75 volts drop",SN-D
48002,no but they do need to be the same,SN-D
48003,"yes, but to find the voltage drop at each resistor you have to use V=IR",SN-D
48004,I thought 'I' was the 11 volts,SN-D
48005,no voltage (V) is in volts,SN-D
48006,no mine needs to be 3.21,SN-D
48007,not up,SN-D
48008,"nah just checked it, thats right. 4.5 volts over each resistor",SN-D
48009,no,SN-D
48010,"nope, I'm at 5.08 volts",SN-D
48011,Not an option,SN-D
48012,No my left,SN-D
48013,I cant 185,SN-D
48014,No its supposed to stay the same I think we got it,SN-D
48015,8 is power supply we want drop of 2,SN-D
48016,nope,SN-D
48017,"Ok, since this is a series circuit we all should have the same current",SN-R
48022,try both,SN-R
48023,3.75V,SSI-O
48024,15/4 is 3.75 not,SSI-O
48025,E is 15 volts for me aswell,SSI-O
48026,2.79,SSI-O
48027,3.36v,SSI-O
48028,.71V,SSI-O
48029,So iR0 is equal to 1 kOhm,SSI-O
48030,My DCV is currently at 20,SSI-O
48031,so our voltages are total 6.8,SSI-O
48032,which leaves 7.2 for the R0,SSI-O
48033,Since I1=IT,SSI-O
48034,So it would be 7.2mA times our unknown resistance to get our given voltage,SSI-O
48035,R=V/I or V= IR,SSI-O
48036,Voltage divider rule,SSI-O
48037,my answer was 466.666 and that was the closest available,SSI-O
48038,The reason I thought it dis something was because it seems we can all affect each others answers,SSI-O
48039,Mine is set to the closest value,SSI-O
48040,0.71 ( my voltage) divided by the current (.00714) nets me 99.43 Ohms,SSI-O
48041,The closest is 100 Ohms for me,SSI-O
48042,0.76,SSI-O
48043,but supposed to be .71,SSI-O
48044,"since we have 14, if that makes sense",SSI-O
48045,mine is kinda fluctuating from 0 now so I assume someone is changing their resistance,SSI-O
48046,because I know E= IxR,SSI-O
48047,ok so E and R0 is 1.94 repeating,SSI-O
48048,not rounded it's like,SSI-O
48049,.00714 A,SSI-O
48050,we're given all values after all,SSI-O
48051,"so if your goal is 2.79, your formula is 2.79/ .00714",SSI-O
48052,I got 390.76,SSI-O
48053,"There's a 390, but no 391 so I guess just a 390 is fine",SSI-O
48054,2.43,SSI-O
48055,.65 volts is my goal,SSI-O
48056,mine is 3.57V,SSI-O
48057,The sum of ours is 6.65,SSI-O
48058,0.00243,SSI-O
48059,We don't have the Vs tho,SSI-O
48060,i get negative numbers or 0.  I am lost.,SSI-O
48061,i currently have 2.0volts with a 180 ohm resistor,SSI-O
48062,"Okay, so now my voltage reading is 0 with the 180 ohm resistor",SSI-O
48063,this will be  easier if we had the current,SSI-O
